Store code,Business name,Address Line 1,Address Line 2,City,District,State,Country,Postal Code,Latitude,Longitude,Primary phone,Additional phones,Website,Primary category,Additional categories,Sunday hours,Monday hours,Tuesday hours,Wednesday hours,Thursday hours,Friday hours,Saturday hours,Special hours,Photos,Description,Labels,AdWords location extensions phone
MoyseTutoring,Moyse Tutoring,211 - 2628 Granville Street,,Vancouver,,BC,Canada,V6H 4B4,,,604-757-2596,,http://www.moysetutoring.ca,Tutor,,x,03:30PM-08:30PM,x,03:30PM-08:30PM,03:30PM-08:30PM,x,11:00AM-06:00PM,,,"Moyse Tutoring provides English or Social Studies tutoring for high school and college students. Quiet designed-for-purpose tutoring room, for one-on-one or up to 4 students.",,
